article_id,n_chunks,mean_p_ai,median_p_ai,max_p_ai,share_ai_like,mean_words,mean_words_per_sentence
article_1366,9,0.9999999,1.0,1.0,1.0,87.77777777777777,21.944444444444443
article_1446,5,0.9999999,1.0,1.0,1.0,94.4,23.6
article_0994,6,0.9999998,1.0,1.0,1.0,73.16666666666667,18.291666666666668
article_0174,3,0.99999976,1.0,1.0,1.0,87.33333333333333,21.833333333333332
article_1226,6,0.9999997,1.0,1.0,1.0,83.33333333333333,20.833333333333332
article_0007,10,0.99999964,1.0,1.0,1.0,58.4,14.6
article_0385,11,0.9999996,1.0,1.0,1.0,65.54545454545455,16.386363636363637
article_0204,7,0.99999934,1.0,1.0,1.0,78.85714285714286,19.714285714285715
article_1439,6,0.99999934,1.0,1.0,1.0,78.0,19.5
article_1620,5,0.99999934,1.0,1.0,1.0,91.4,22.85
article_0271,14,0.9999992,1.0,1.0,1.0,70.92857142857143,17.732142857142858
article_1110,9,0.99999917,0.9999995,1.0,1.0,61.333333333333336,15.333333333333334
article_0992,11,0.99999905,1.0,1.0,1.0,59.45454545454545,15.356060606060606
article_1604,7,0.99999875,1.0,1.0,1.0,82.85714285714286,20.714285714285715
article_1091,5,0.99999857,1.0,1.0,1.0,83.4,20.85
article_1203,8,0.99999833,1.0,1.0,1.0,68.625,17.15625
article_1083,11,0.9999983,1.0,1.0,1.0,74.81818181818181,18.704545454545453
article_0289,7,0.9999982,1.0,1.0,1.0,53.142857142857146,13.285714285714286
article_1478,5,0.9999979,1.0,1.0,1.0,88.8,22.2
article_1136,6,0.9999977,1.0,1.0,1.0,75.83333333333333,18.958333333333332
article_0872,4,0.9999975,1.0,1.0,1.0,76.75,19.1875
article_1369,7,0.9999967,1.0,1.0,1.0,82.57142857142857,20.642857142857142
article_1457,7,0.9999962,1.0,1.0,1.0,74.28571428571429,18.571428571428573
article_0152,7,0.99999577,1.0,1.0,1.0,80.28571428571429,20.071428571428573
article_1505,9,0.9999955,1.0,1.0,1.0,67.66666666666667,16.916666666666668
article_1462,7,0.9999934,1.0,1.0,1.0,76.28571428571429,19.071428571428573
article_1422,5,0.9999933,0.9999997,1.0,1.0,94.6,23.65
article_0192,8,0.9999924,1.0,1.0,1.0,89.75,22.4375
article_0259,11,0.99999213,1.0,1.0,1.0,91.18181818181819,23.386363636363637
article_0318,6,0.99998665,1.0,1.0,1.0,80.83333333333333,20.208333333333332
article_1348,6,0.99998385,1.0,1.0,1.0,84.66666666666667,21.166666666666668
article_1189,7,0.99998194,1.0,1.0,1.0,66.0,16.5
article_1199,10,0.9999808,1.0,1.0,1.0,68.8,17.2
article_0790,14,0.99998033,0.9999987,1.0,1.0,94.14285714285714,23.535714285714285
article_0486,6,0.99998015,0.9999998,1.0,1.0,86.5,21.625
article_1310,6,0.9999798,1.0,1.0,1.0,92.16666666666667,23.041666666666668
article_0012,11,0.99997765,1.0,1.0,1.0,54.72727272727273,13.681818181818182
article_1443,7,0.9999774,1.0,1.0,1.0,71.85714285714286,17.964285714285715
article_0132,4,0.99997103,1.0,1.0,1.0,98.0,25.895833333333332
article_0640,5,0.9999668,1.0,1.0,1.0,70.0,18.6
article_0677,7,0.999965,1.0,1.0,1.0,63.285714285714285,15.821428571428571
article_0136,6,0.99996424,1.0,1.0,1.0,58.666666666666664,14.666666666666666
article_1476,7,0.9999627,1.0,1.0,1.0,67.57142857142857,16.892857142857142
article_1370,6,0.99996203,1.0,1.0,1.0,94.33333333333333,23.583333333333332
article_1021,10,0.9999547,1.0,1.0,1.0,48.7,12.175
article_1078,7,0.9999544,1.0,1.0,1.0,73.0,18.25
article_1608,11,0.9999476,1.0,1.0,1.0,58.81818181818182,14.704545454545455
article_0307,6,0.9999468,1.0,1.0,1.0,65.66666666666667,16.416666666666668
article_1516,11,0.99994487,1.0,1.0,1.0,77.27272727272727,19.318181818181817
article_1200,7,0.99992627,1.0,1.0,1.0,79.0,19.75
article_1183,9,0.99992234,1.0,1.0,1.0,83.77777777777777,20.944444444444443
article_0563,7,0.99990803,1.0,1.0,1.0,81.57142857142857,20.392857142857142
article_0801,7,0.99989974,1.0,1.0,1.0,56.857142857142854,14.214285714285714
article_0182,8,0.99989754,1.0,1.0,1.0,86.75,21.6875
article_0163,9,0.9998748,1.0,1.0,1.0,69.33333333333333,17.907407407407405
article_0559,11,0.9998693,1.0,1.0,1.0,73.0,18.681818181818183
article_1412,7,0.9998669,1.0,1.0,1.0,72.0,18.0
article_0484,5,0.99985486,1.0,1.0,1.0,93.0,23.25
article_1133,8,0.9998454,1.0,1.0,1.0,75.25,19.302083333333332
article_0778,14,0.9998363,1.0,1.0,1.0,81.5,20.375
article_0122,9,0.9998136,0.99999994,1.0,1.0,75.55555555555556,18.88888888888889
article_1583,9,0.9998031,1.0,1.0,1.0,81.33333333333333,20.333333333333332
article_0749,6,0.99979573,1.0,1.0,1.0,74.83333333333333,19.569444444444446
article_1345,9,0.99979424,1.0,1.0,1.0,70.11111111111111,17.52777777777778
article_0567,13,0.99979204,1.0,1.0,1.0,67.46153846153847,16.865384615384617
article_0164,10,0.99978745,1.0,1.0,1.0,70.7,18.075
article_0140,9,0.9997745,1.0,1.0,1.0,62.111111111111114,15.527777777777779
article_0701,11,0.9997646,1.0,1.0,1.0,73.72727272727273,18.431818181818183
article_0999,5,0.99975336,0.99999356,1.0,1.0,89.0,22.25
article_1202,7,0.9997293,1.0,1.0,1.0,77.28571428571429,19.321428571428573
article_1003,5,0.9997276,1.0,1.0,1.0,92.8,23.2
article_1332,7,0.9997115,0.99999994,1.0,1.0,107.42857142857143,26.857142857142858
article_0919,8,0.99969023,1.0,1.0,1.0,76.75,19.1875
article_0219,9,0.9996816,1.0,1.0,1.0,61.0,15.25
article_1012,12,0.9996502,1.0,1.0,1.0,73.83333333333333,18.875
article_0226,7,0.9996409,0.99999917,1.0,1.0,79.71428571428571,19.928571428571427
article_0419,14,0.9996311,1.0,1.0,1.0,67.71428571428571,17.404761904761905
